kanji	codepoint	strokes	grade	freq	jlpt	ref_sh_kk	on'yomi	kun'yomi	meanings
羲	32690	16					ギ, キ		used in proper names
羹	32697	19					コウ, カン	あつもの	hot soup
羮	32686	15					コウ, カン	あつもの	hot soup
羶	32694	19					セン	なまぐさ･い	smelling like a sheep
羸	32696	19					ルイ	つか･れる, よわ･い	thin, weak
譱	35697	20					ゼン	よ･い, い･い, よ･く	virtuous, good, goodness
翅	32709	10					シ	はね, つばさ	(insect) wings, fly, merely
翆	32710	10					スイ	かわせみ, みどり	color green, kingfisher
翊	32714	11					ヨク		flying, assist, help, respect
翕	32725	12					キュウ	あ･う	gather
翔	32724	12	9	1936	1	2200	ショウ	かけ･る, と･ぶ	soar, fly
翡	32737	14					ヒ		kingfisher
翦	32742	15					セン		scissors, cut, clip, annihilate
翩	32745	15					ヘン	ひるが･える	fluttering of flag
翳	32755	17					エイ	かげ, かげ･る, かざ･す, きぬがさ, くも･る, くもり	hold aloft
翹	32761	18					ギョウ	あ･げる, つまだ･てる	excellence
飜	39132	21	10				ハン, ホン	ひるがえ･す, ひるがえ･る	flip over, upset, capsize
耆	32774	10					キ, シ	おい･る	senility
耄	32772	10					ボウ, モウ	おいぼ･れる	senility
耋	32779	12					テツ	としより	old, elderly
耒	32786	6					ライ, ルイ	き, く, すき	come, plough, three-branch tree radical (no. 127)
耘	32792	10					ウン	くさぎ･る	weed
耙	32793	10					ハ		forked hoe
耜	32796	11					シ	すき	plough
耡	32801	13					ジョ	す･く, すき	plough, spade
耨	32808	16					ドウ, ジョク, ヌ, ジュク	くさぎ･る, くわ, すき	hoe
耿	32831	10					コウ	ひかり	light
耻	32827	10					チ	は･じる, はじ, は･じらう, は･ずかしい	shame, humiliation, ashamed
聊	32842	11					リョウ	いささか	slightly
聆	32838	11					レイ, リョウ	きく	listening, realizing
聒	32850	12					カツ	かまびす･しい	noisy
聘	32856	13					ヘイ	へい･する, と･う, め･す	invite
聚	32858	14					シュウ, シュ	あつ･まる	assemble
聟	32863	14					セイ	むこ	son-in-law
聢	32866	14						しか, しかと	certainly, (kokuji)
聨	32872	15					レン	つら･なる, つら･ねる	party, gang, clique
聳	32883	17					ショウ	そび･える	rise, tower
聲	32882	17					セイ, ショウ	こえ, こわ-	sound, voice, noise, tone, music
聰	32880	17					ソウ	さと･い, みみざと･い	wise, fast learner
聶	32886	18					ショウ, ジョウ, ニョウ	ささや･く	whisper
聹	32889	20					ネイ		noisy, earwax
聽	32893	22	10				チョウ	き･く, ゆる･す	careful enquiry, headstrong
聿	32895	6					イチ, イツ	ふで, ここに	brush, finally, self, relate, follow, here, fast, writing brush radical (no. 129)
肄	32900	13					イ	なら･う	learn, striving, effort
肆	32902	13					シ	つら･ねる, ほしいまま, みせ	four
肅	32901	13					シュク, スク	つつし･む	quietly, softly, solemnly
肛	32923	7					コウ		anus
肓	32915	7					コウ		interior region of the body too deep to be reached by acupuncture
肚	32922	7					ト	はら	belly, stomach
肭	32941	8					トツ, ジク		new moon
冐	20880	8					ボウ	おか･す	risk, brave, dare, face, defy, (diseases) attack, damage, desecrate, assume (a name)
肬	32940	8					ユ, ユウ	いぼ	wart, tumor, goiter, papule
胛	32987	9					コウ	かいがらぼね	shoulder blade
胥	32997	9					ショ, ソ	あい, み･る, みな	together, mutual, subordinate official
胙	32985	9					ソ, サク	ひもろぎ	offerings to gods
胝	32989	9					チ	あかぎれ	chap, crack, callus
胄	32964	9					チュウ	かぶと, ちすじ, よつぎ	lineage, bloodline
胚	32986	9		2471			ハイ	はらみ, はら･む	embryo
胖	32982	9					ハン		half a sacrifice, ribs, abundant, plentiful
脉	33033	9					ミャク	すじ	vein (blood, ore), pulse, hope
胯	33007	10					コウ, カ, コ	また	crotch
胱	33009	10					コウ		bladder
脛	33051	11					ケイ	すね, はぎ	leg, shin
脩	33065	11	9	2267	1	2207	シュウ	おさ･める, なが･い, ほじし	dried meat
脣	33059	11					シン	くちびる	lip
脯	33071	11					フ, ホ	こじし, ほじし	dried meat
腋	33099	12					エキ, セキ	わき	armpit, side
隋	38539	12					ズイ, スイ, タ, ダ		name of a Chinese dynasty, remains of scarifice, bury, fall, sag
腆	33094	12					テン	あつ･い	much, abundant, kind, considerate
脾	33086	12					ヒ		spleen
腓	33107	12					ヒ	ふくらはぎ, こむら, こぶら	calf (of leg)
腑	33105	12					フ	はらわた	viscera, bowels
胼	33020	10					ヘン		callus, corn
腱	33137	13					ケン, キン		tendon
腮	33134	13					サイ	あご, えら	jaw
腥	33125	13					セイ, ショウ	なまぐさ･い	bloody, smelling of fish, raw smelling
腦	33126	13					ノウ, ドウ	のうずる	brain, memory
腴	33140	13					ユ	あぶら, こえ･る	fat, grease, growing fat
膃	33155	14					オツ		fat, corpulent
膈	33160	14					カク		diaphragm
膊	33162	14					ハク	ほじし	arm
膀	33152	14					ボウ, ホウ		bladder
膂	33154	14					リョ, ロ	せぼね	backbone
膠	33184	15		2357			コウ, キョウ	にかわ, にべ	glue, isinglass
膕	33173	15					カク, コク, キョク	ひかがみ	hollow of knee
膤	33188	15					セツ	ゆき, たら, そり	snow, (kokuji)
膣	33187	15					チツ		vagina
腟	33119	13					チツ		vagina
膓	33171	15					チョウ	はらわた	guts, bowels, intestines, viscera
膩	33193	16					ジ, ニ	あぶら, あぶらあか	smooth, oily
膰	33200	16					ハン	ひもごり, ひもろぎ	offerings to gods
膵	33205	15					スイ		pancreas, (kokuji)
膾	33214	17					カイ, ケ	なます	raw fish salad
膸	33208	17					ズイ		marrow, pith
膽	33213	17					タン	きも	gall bladder, bravery, courage
臀	33216	17					デン, トン	しり	buttocks, hips, butt, rear
臂	33218	17					ヒ	ひじ	elbow
膺	33210	17					ヨウ, オウ	むね	breast, strike
臉	33225	17					ケン, セン, レン		area between eye and cheek, face
臍	33229	18					セイ, サイ	へそ, ほぞ	navel
臑	33233	18					ジ, ドウ, ジュ, デイ	すね	leg, shin
臙	33241	20					エン	のど, べに	rouge
臘	33240	19					ロウ		12th lunar month
臈	33224	16					ロウ		year-end sacrifice, dried meat
臚	33242	20					ロ, リョ		skin, tell, report
臟	33247	22	10				ゾウ	はらわた	viscera, bowels
臠	33248	25					レン	きりみ	witness
臧	33255	15					ゾウ, ソウ	よい	good, bribe, servant
臺	33274	14					ダイ, タイ	うてな, われ, つかさ	stand, counter for vehicles
臻	33275	16					シン	いた･る	arrive, reach, gather
臾	33278	9					ユ, ヨ, ヨウ		a little while, urging
舁	33281	9					ヨ	か･く	bear, carry
舂	33282	11					ショウ	うすつ･く, うすづ･く, つ･く	pound (mortar), sink, set (sun)
舅	33285	13					キュウ	しゅうと	father-in-law
與	33287	13	10				ヨ	あた･える, あずか･る, くみ･する, ともに	participate in, give, award, impart, provide, cause
舊	33290	17					キュウ	ふる･い, もと	old things, old friend, old times, former, ex-
舍	33293	8					セキ, シャ	やど･る	inn, hut, house, mansion
舐	33296	10					シ	ねぶ･る, な･める	lick, lap up, burn up, taste, undergo, underrate, despise
舖	33302	15					ホ		shop, store
舩	33321	10		2420			セン	ふね, ふな-	boat, ship, vessel
舫	33323	10					ホウ	もや･う, もやいぶね	moor, berth
舸	33336	11					カ	ふね	large boat
舳	33331	11					ジク, チク, チュウ	へ, へさき	bow, prow
艀	33344	13					フ	はしけ	sampan, lighter, barge
艙	33369	16					ソウ		hold (ship)
艘	33368	16					ショウ, シュウ, ソウ	ふね	counter for small boats
艝	33373	17						そり	sled, sleigh, (kokuji)
艚	33370	17					ソウ		boat
艟	33375	18					ドウ, ショウ, トウ	いくさぶね	fighting ship
艤	33380	19					ギ	ふなよそおい	landing a boat
艢	33378	19					ロ, ショウ, ゾウ	とも, ほばしら	bow, stern
艨	33384	19					モウ, ボウ	いくさぶね	fighting ship
艪	33386	21					ロ	やぐら, かい	oar, tower
艫	33387	22					ロ	とも	stern (of ship)
舮	33326	10					ロ	とも, へさき	bow or prow of boat
艱	33393	17					カン, ケン	なや･む, かた･い, なや･み	difficult, trying, be distressed, parent's funeral ceremony, mourning, perilous
艷	33399	24					エン	つや, なま･めかしい, あで･やか, つや･めく, なま･めく	luster, glaze, polish, charm, colorful, captivating
艸	33400	6					ソウ	くさ	grass, plants, grass radical (no. 140)
艾	33406	5					カイ, ゲイ	もぐさ, よもぎ, おさ･める, か･る	moxa, sagebrush, wormwood, mugwort
芍	33421	6					シャク		peony
芒	33426	6					ボウ, コウ, モウ	すすき, のぎ, のげ	pampas grass, beard (grain)
芫	33451	7					ゲン, ガン		type of vetch
芟	33439	7					セン, サン	か･る	cut, clip, trim, harvest, mow
芻	33467	10					スウ, シュウ, ス	まぐさ	grass cutting, hay
芬	33452	7					フン	かおり, こうば･しい	perfume
苡	33505	8					イ, シ, ワ	くさ	adlay, plantain
